1,T=300k,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13,parameter14,parameter15
358,1.1228645,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
359,1.3111503,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
360,1.3277321,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
361,1.0810566,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
362,1.1584816,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
363,1.1353371,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
364,1.0633696,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1
365,1.2120801,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
366,1.1623542,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
367,1.1488382,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
368,1.2985046,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
369,1.1635261,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
370,1.2118616,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
371,1.4324769,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
372,1.3182544,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1
373,1.1564682,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
374,1.1165253,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
375,1.1006722,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
376,1.0713991,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1
377,1.3872876,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
378,1.4517835,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
379,1.1182543,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0
380,1.1016612,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
381,1.4360309,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
382,1.2665055,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1
383,1.44493,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
384,1.3868725,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
385,1.0503912,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
386,1.0924168,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
387,1.0009857,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
388,1.1495371,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
389,1.1811125,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
390,1.1240735,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
391,1.3240187,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
392,1.204627,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
393,1.1704512,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
394,1.1252362,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
395,1.1253455,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
396,1.1183823,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
397,1.1257062,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
398,1.3042138,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
399,1.3588822,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
400,1.1522681,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
401,1.1390506,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
402,1.1071222,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
403,1.1177702,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
404,1.1967447,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
405,1.1108272,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
406,1.2535969,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
407,1.4120626,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
408,1.2270002,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
409,1.1382021,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
410,1.2655892,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
411,1.1861345,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
412,1.4016594,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
413,1.3283552,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
414,1.4182377,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
415,1.377437,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
416,1.1080655,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
417,1.1224784,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
418,1.1762259,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
419,1.128144,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
420,1.1529894,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
421,1.1210545,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
422,1.3628494,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
423,1.403852,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
424,1.1369227,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
425,1.2121055,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
426,1.0599244,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
427,1.0452862,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
428,1.1637206,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
429,1.1235876,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
430,1.11857,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0
431,1.2936547,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
432,0.99918449,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
433,1.0676804,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
434,1.2384322,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
435,1.2389404,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1
436,1.1854196,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
437,1.1215465,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
438,1.0199094,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
439,1.0531373,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
440,1.0625166,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
441,1.2938856,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1
442,1.0778313,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0
443,1.0200866,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1
444,1.3253316,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0
445,1.1326818,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
446,1.4612694,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
447,1.4025675,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
448,1.1998731,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
449,1.3367196,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
450,1.2424667,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
451,1.2279592,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
452,1.2831503,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
453,1.343462,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
454,1.3145579,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
455,1.2581227,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
456,1.4559674,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
457,1.2088047,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
458,1.2948917,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
459,1.2259732,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
460,1.395643,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
461,1.2123058,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
462,1.2579616,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
463,1.2397482,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
464,1.1290874,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
465,1.1982477,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
466,1.2266641,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
467,1.339789,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
468,1.1495806,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
469,1.1079676,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
470,1.0807471,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0
471,1.0093526,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
472,1.0766934,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
473,1.1003549,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
474,1.1708474,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0
475,1.0750279,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
476,1.139541,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0
477,1.075668,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
478,1.3345673,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
479,1.3374665,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
480,1.4224863,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
481,1.3294455,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
482,1.4054004,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
483,1.3171039,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
484,1.5219184,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
485,1.3302456,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
486,1.4261115,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
487,1.2952213,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
488,1.3667167,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
489,1.3153424,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
490,1.3179659,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0
491,1.2464447,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
492,1.3815327,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
493,1.2600696,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
494,1.4132208,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
495,1.2996111,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
496,1.4258492,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
497,1.4135762,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
498,1.5640842,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
499,1.4168546,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
500,1.4566693,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
501,1.3378525,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
502,1.4643041,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
503,1.3928995,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
504,1.4045346,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
505,1.4836509,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
506,1.4192733,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
507,1.3884248,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
508,1.3816029,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
509,1.3482168,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
510,1.3732514,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
511,1.3211511,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
512,1.013521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
513,1.0259345,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
514,1.0244149,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
515,0.95864844,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
516,1.0090708,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
517,0.96723038,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
518,1.2704195,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
519,1.0060984,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
520,1.05344,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
521,0.98158365,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
522,1.0167484,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
523,1.1213447,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
524,1.0680777,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
525,1.3562909,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
526,1.4197265,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
527,1.0776572,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
528,1.0536748,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
529,1.048041,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
530,1.0876857,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
531,1.1025795,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
532,1.0730953,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
533,1.1108552,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
534,1.0762159,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
535,1.1398939,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
536,1.1424816,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
537,1.1435696,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
538,1.0957706,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
539,1.2400306,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
540,1.198146,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
541,1.4234877,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
542,1.3837144,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
543,1.0616794,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
544,1.1337653,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
545,1.1278412,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
546,1.1092736,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
547,1.0696149,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
548,1.1643957,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
549,1.2451906,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
550,1.3620629,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
551,1.1455933,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
552,1.1731956,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
553,1.0659118,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
554,1.0694155,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
555,1.1367168,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
556,1.1540716,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
557,1.2825272,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
558,1.4039121,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
559,1.1744554,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
560,1.0968072,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
561,1.1397494,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
562,1.2634364,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
563,1.1476473,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
564,1.1153527,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
565,1.0838033,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
566,1.2840604,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
567,1.3129742,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
568,1.3412414,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
569,1.2175673,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
570,1.2367442,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
571,1.4467559,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
572,1.3394624,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
573,1.4719564,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
574,1.4120491,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
575,1.1017641,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
576,1.1160994,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
577,1.097314,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
578,1.1129824,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
579,1.1087501,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
580,1.126509,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
581,1.3171347,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
582,1.0802044,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
583,1.1033082,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
584,1.1084232,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
585,1.1173953,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
586,1.0968274,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
587,1.1374042,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
588,1.3345789,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
589,1.4218358,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
590,1.1720926,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
591,1.1705434,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
592,1.1281596,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
593,1.1381791,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
594,1.0712211,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
595,1.0828855,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
596,1.1162195,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
597,1.0994475,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
598,1.1613044,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
599,1.1788342,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
600,1.1500779,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
601,1.1496937,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
602,1.1816392,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
603,1.182377,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
604,1.4238369,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
605,1.4288853,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
606,1.1887236,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
607,1.1679868,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
608,1.1586875,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
609,1.3006055,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
610,1.1523918,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
611,1.1587113,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
612,1.2442538,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
613,1.3174226,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
614,1.1660508,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
615,1.2151082,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
616,1.1638174,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
617,1.1653905,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
618,1.1374412,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
619,1.1361998,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
620,1.1382309,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
621,1.2293015,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1
622,1.3982254,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
623,1.369578,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
624,1.2983464,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0
625,1.1270295,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
626,1.3703372,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
627,1.3234639,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
628,1.2872887,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0
629,1.2664827,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
630,1.5593432,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
631,1.5764039,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
632,1.518307,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
633,1.5118332,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
634,1.5693499,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
635,1.4979964,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1
636,1.5444279,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
637,1.4593343,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
638,1.1057847,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
639,1.0880386,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
640,1.0636982,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
641,1.195847,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
642,1.1114148,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
643,1.1282679,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
644,1.2196137,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
645,1.1409115,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
646,1.2100848,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
647,1.0756255,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
648,1.1078284,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
649,1.1400912,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
650,1.1482031,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
651,1.3102988,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
652,1.3991044,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
653,1.1705924,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
654,1.1769065,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
655,1.144075,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
656,1.1329416,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
657,1.1008177,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
658,1.0981368,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
659,1.1212707,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
660,1.0984358,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
661,1.1845199,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
662,1.2216761,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
663,1.1445743,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
664,1.1479894,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
665,1.3276584,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
666,1.1869429,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
667,1.3543663,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
668,1.3352444,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
669,0.95583767,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
670,1.0691853,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
671,1.0198143,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
672,1.0200323,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
673,1.1094041,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
674,1.0889933,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
675,1.1260182,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
676,1.2825606,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
677,1.0523932,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
678,1.1228679,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
679,0.98725927,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
680,1.0509281,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
681,1.1043401,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
682,1.0677736,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
683,1.1261233,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0
684,1.2649016,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1
685,1.1302218,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
686,1.1730204,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
687,1.1548778,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
688,1.1923239,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1
689,1.1519045,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
690,1.0486697,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
691,1.0589068,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
692,1.0628936,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1
693,1.1132792,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
694,1.2506198,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
695,1.1093229,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0
696,1.0808477,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1
697,1.3974378,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0
698,1.1427792,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1
699,1.3646889,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
700,1.3496366,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
701,1.1182889,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
702,1.1398876,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
703,1.0882753,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
704,1.1414626,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
705,1.1197237,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
706,1.1938721,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
707,1.2942882,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1
708,1.1638023,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
709,1.1982689,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
710,1.1404122,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
711,1.151098,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
712,1.2708296,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
713,1.1101993,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
714,1.3127967,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
715,1.3171039,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1
716,1.0798688,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
717,1.12884,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
718,1.166011,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
719,1.1042683,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
720,1.1265005,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
721,1.01363,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
722,1.0254664,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0
723,1.0719068,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1
